Word,Class,CEFR,Translation,Meaning,Translation Meaning,Example 1,Example 2,Translation E1,Translation E2,Song/singer,Lyrics,Translation
October,n.,A1,,,,,,,,,,
odd,adj.,B1,,,,,,,,,,
odds,n.,C1,,,,,,,,Lost Frequencies - No Limit,"Give me the odds, I'll beat them",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
of,prep.,A1,,,,,,,,Punctual - Lifeline,Echo of a past life,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
off,prep.,A1,,,,,,,,Halsey - Without Me,And then I got you off your knees,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
offence,n.,B2,,,,,,,,,,
offend,v.,B2,,,,,,,,,,
offender,n.,B2,,,,,,,,,,
offensive,adj.,B2,,,,,,,,,,
offer,n.,A2,,,,,,,,NOTD - I Miss Myself (with HRVY),How am I supposed to offer my devotion to you?,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
offering,n.,C1,,,,,,,,,,
office,n.,A1,,,,,,,,,,
officer,n.,A2,,,,,,,,,,
official,adj.,B1,,,,,,,,,,
official,n.,B2,,,,,,,,,,
offspring,n.,C1,,,,,,,,,,
often,adv.,A1,,,,,,,,James Hype - More Than Friends,I often tell myself that we could be more than just friends,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
oh,exclam.,A1,,,,,,,,INNERVERSE - Reverie,"Like a mirror in my mind, oh oh oh",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
oil,n.,A2,,,,,,,,,,
OK,exclam.,A1,,,,,,,,ILLENIUM - In Your Arms (with X Ambassadors),And I hope it's okay (it's ok),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
old,adj.,A1,,,,,,,,Don Diablo - Believe,We look up to the sky to retell the old,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
old-fashioned,adj.,B1,,,,,,,,,,
on,adv.,A1,,,,,,,,Gravagerz - Help Me Lose My Mind,"Carefully, we look on through",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
once,adv.,A1,,,,,,,,Zerb - Location,"Only live once, so we so lit",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 07 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
once,conj.,B1,,,,,,,,Zerb - Location,"Only live once, so we so lit",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 06 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
one,pron.,A1,,,,,,,,SOMMA - Harder We Fall,Hit me up and no one else (yeah),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 04 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
ongoing,adj.,B2,,,,,,,,,,
onion,n.,A1,,,,,,,,,,
online,adv.,A1,,,,,,,,Katy Perry - Last Friday Night (T.G.I.F.),"Pictures of last night ended up online, I'm screwed",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 03 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
only,adv.,A1,,,,,,,,Jethro Heston - Cut Me Loose - Edit,Tell me what is the problem and that's only beginning,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 32 MINUTES 01 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
onto,prep.,A2,,,,,,,,Romy - She's On My Mind,Think I'd follow her onto the edge,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 59 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
open,v.,A1,,,,,,,,Halsey - Sorry,And tore you open 'til the end,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
opening,n.,B2,,,,,,,,,,
openly,adv.,B2,,,,,,,,,,
opera,n.,B2,,,,,,,,,,
operate,v.,B2,,,,,,,,,,
operation,n.,B1,,,,,,,,,,
operational,adj.,C1,,,,,,,,,,
operator,n.,B2,,,,,,,,P!nk - Get the Party Started,"I'm your operator, you can call anytime",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
opinion,n.,A1,,,,,,,,Taylor Swift - Mean,With that same big loud opinion,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 54 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
opponent,n.,B2,,,,,,,,,,
opportunity,n.,A2,,,,,,,,,,
oppose,v.,B2,,,,,,,,,,
opposed,adj.,B2,,,,,,,,,,
opposite,n.,A1,,,,,,,,,,
opposition,n.,B2,,,,,,,,,,
opt,v.,C1,,,,,,,,,,
optical,adj.,C1,,,,,,,,,,
optimism,n.,C1,,,,,,,,,,
optimistic,adj.,B2,,,,,,,,,,
option,n.,A2,,,,,,,,,,
or,conj.,A1,,,,,,,,Jazzy - No Bad Vibes,"Yeah, you stay where you are, day or night",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 52 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
oral,adj.,C1,,,,,,,,,,
orange,adj.,A1,,,,,,,,Slayyyter - DANCE...,"Orange wine, fake smile",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 50 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
orchestra,n.,B2,,,,,,,,Pete Tong - You Got The Love (feat. Jules Buckley & The Heritage Orchestra) - Tiësto Remix,Pete Tong — You Got The Love (feat. Jules Buckley & The Heritage Orchestra) - Tiësto Remix,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 49 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
order,v.,A1,,,,,,,,Tinie Tempah - Whoppa (feat. Sofia Reyes and Farina),Order three or four mimosas,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
ordinary,adj.,A2,,,,,,,,Alex Warren - Ordinary,Alex Warren — Ordinary,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 45 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
organ,n.,B2,,,,,,,,,,
organic,adj.,B2,,,,,,,,,,
organization,n.,A2,,,,,,,,,,
organizational,adj.,C1,,,,,,,,,,
organize,v.,A2,,,,,,,,,,
organized,adj.,B1,,,,,,,,,,
organizer,n.,B1,,,,,,,,,,
orientation,n.,C1,,,,,,,,,,
origin,n.,B2,,,,,,,,,,
original,adj.,A2,,,,,,,,Tove Lo - How Long - FromEuphoria An HBO Original Series,"Tove Lo — How Long - From""Euphoria"" An HBO Original Series",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 43 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
original,n.,B1,,,,,,,,Tove Lo - How Long - FromEuphoria An HBO Original Series,"Tove Lo — How Long - From""Euphoria"" An HBO Original Series",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 42 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
originally,adv.,B1,,,,,,,,,,
originate,v.,C1,,,,,,,,,,
other,adj./pron.,A1,,,,,,,,John Summit - Thin Line,Ain't nobody helping each other,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 40 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
otherwise,adv.,B2,,,,,,,,,,
ought modal,v.,B1,,,,,,,,,,
our,det.,A1,,,,,,,,Punctual - Lifeline,Caught up in our time,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 38 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
ours,pron.,B1,,,,,,,,Calvin Harris - Giant (with Rag'n'Bone Man),That freedom is ours,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
ourselves,pron.,A2,,,,,,,,Zerb - Location,Lose ourselves and live in the moment,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 35 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
out,adv./prep.,A1,,,,,,,,ARTY - Take Your Time - D.O.D Remix,Someday we’re gonna work this out,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
outbreak,n.,C1,,,,,,,,,,
outcome,n.,B2,,,,,,,,,,
outdoor,adj.,B1,,,,,,,,,,
outdoors,adv.,B1,,,,,,,,,,
outer,adj.,B2,,,,,,,,P!nk - Trouble,No opiates to send me into outer space,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 32 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
outfit,n.,B2,,,,,,,,"Destiny's Child - Jumpin', Jumpin'",A new outfit and your Fendi shoes,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 30 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
outing,n.,C1,,,,,,,,,,
outlet,n.,C1,,,,,,,,,,
outline,v.,B2,,,,,,,,,,
outlook,n.,C1,,,,,,,,,,
output,n.,B2,,,,,,,,,,
outrage,n.,C1,,,,,,,,,,
outside,adv.,A1,,,,,,,,Jax Jones - Tequila - Jax Jones & Martin Solveig Present Europa,"If you want some drama, catch me outside, nah, nah",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 28 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
outsider,n.,C1,,,,,,,,,,
outstanding,adj.,B2,,,,,,,,,,
oven,n.,A2,,,,,,,,Katy Perry - Bon Appétit (feat. Migos),Fresh out the oven,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 26 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
over,adv.,A1,,,,,,,,Gravagerz - Help Me Lose My Mind,"Faithfully, I will look over",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 25 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
overall,adv.,B2,,,,,,,,,,
overcome,v.,B2,,,,,,,,Tom Walker - Just You and I,"And all the things that we've overcome,",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
overlook,v.,C1,,,,,,,,Alanis Morissette - Hands Clean,And overlook this supposed crime,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
overly,adv.,C1,,,,,,,,,,
overnight,adv.,B2,,,,,,,,Tove Lo - Grapefruit,Wish I could change overnight,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
overseas,adj.,B2,,,,,,,,,,
oversee,v.,C1,,,,,,,,,,
overturn,v.,C1,,,,,,,,,,
overwhelm,v.,C1,,,,,,,,,,
overwhelming,adj.,C1,,,,,,,,,,
owe,v.,B2,,,,,,,,Christina Aguilera - Fall in Line,You do not owe them,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
own,adj./pron.,A1,,,,,,,,Aexcit - Never Be Like You,"Hate sleeping on my own, missing the way you taste",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
own,v.,A2,,,,,,,,Aexcit - Never Be Like You,"Hate sleeping on my own, missing the way you taste",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
owner,n.,A2,,,,,,,,,,
ownership,n.,B2,,,,,,,,,,
oxygen,n.,B2,,,,,,,,Winona Oak - Oxygen,Winona Oak — Oxygen,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pace,v.,B2,,,,,,,,Tiësto - God Is A Dancer (with Mabel),Keep that pace,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pack,v.,A2,,,,,,,,Mr. Belt & Wezol - It's Not Right But It's Okay,"Pack your bags, up and leave",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pack,n.,B1,,,,,,,,Mr. Belt & Wezol - It's Not Right But It's Okay,"Pack your bags, up and leave",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 08 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
package,n.,B1,,,,,,,,,,
package,v.,B2,,,,,,,,,,
packet,n.,B2,,,,,,,,,,
pad,n.,C1,,,,,,,,,,
page,n.,A1,,,,,,,,Sigala - Wish You Well,We found a different page,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 06 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pain,n.,A2,,,,,,,,Aexcit - Never Be Like You,Allegiance to the pain,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 04 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
painful,adj.,B1,,,,,,,,P!nk - Try,And it can be pretty painful too,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 03 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
paint,n.,A1,,,,,,,,Tom Walker - Just You and I,And we would paint the town,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 31 MINUTES 01 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
painter,n.,A2,,,,,,,,Damiano David - The First Time,A colorless painter,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 59 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
painting,n.,A1,,,,,,,,CXLOE - Devil You Don't,"Painting a picture, you can't unsee",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pair,n.,A1,,,,,,,,Jonas Blue - What I Like About You (feat. Theresa Rex),I don't care if my daddy don't think we're the perfect pair,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
palace,n.,A2,,,,,,,,Josef Salvat - Open Season,"Sitting in my palace without any power,",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 54 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pale,adj.,B1,,,,,,,,,,
palm,n.,B2,,,,,,,,Lauv - Mean It,You know you've got me in the palm of your hand,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 53 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pan,n.,B1,,,,,,,,,,
panel,n.,B2,,,,,,,,,,
panic,n.,B2,,,,,,,,Matt Simons - Better Tomorrow - Disco Mix,"I see the panic in your eyes, it's so familiar",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 51 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
pants,n.,A2,,,,,,,,Doja Cat - Boss Bitch,I wear the hat and I wear the pants,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 50 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
paper,n.,A1,,,,,,,,Tom Walker - Just You and I,"Tired of chasing paper,",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 48 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
parade,n.,B2,,,,,,,,Taylor Swift - You Need To Calm Down,Sunshine on the street at the parade,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 46 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
paragraph,n.,A1,,,,,,,,,,
parallel,n.,B2,,,,,,,,,,
parameter,n.,C1,,,,,,,,,,
parent,n.,A1,,,,,,,,,,
parental,adj.,C1,,,,,,,,,,
parish,n.,C1,,,,,,,,,,
park,v.,A1,,,,,,,,St. Lundi - Nights Like This - Michael Calfan Remix,We were walking in Holland Park,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 44 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
parking,n.,A2,,,,,,,,Daya - Bad Girl,Lighting up flares in the parking lot,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 43 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
parliament,n.,B2,,,,,,,,,,
parliamentary,adj.,C1,,,,,,,,,,
part,n.,A1,,,,,,,,MEDUZA - Piece Of Your Heart,"Show me a part of you (down, down, down)",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
part-time,adj./adv.,B2,,,,,,,,,,
partial,adj.,C1,,,,,,,,,,
partially,adv.,C1,,,,,,,,,,
participant,n.,B2,,,,,,,,,,
participate,v.,B1,,,,,,,,,,
participation,n.,B2,,,,,,,,,,
particular,adj.,A2,,,,,,,,Shania Twain - Don't!,"Don't be particular, no no oh, don't be stupid",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
particularly,adv.,B1,,,,,,,,,,
partly,adv.,B2,,,,,,,,,,
partner,n.,A1,,,,,,,,Destiny's Child - Lose My Breath,Is a partner that meets me only half way and just can't prove,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
partnership,n.,B2,,,,,,,,,,
party,n.,A1,,,,,,,,Jethro Heston - Cut Me Loose - Edit,"Can't leave the party, what am I supposed to do?",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 30 MINUTES 36 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
